elapsed time,model,hidden_layer,heads,key,value,encoder,batch,train_loss,val_loss,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,weighted_precision,weighted_recall,precision_class_0,precision_class_1,precision_class_2,precision_class_3,precision_class_4,precision_class_5,precision_class_6,precision_class_7,precision_class_8,recall_class_0,recall_class_1,recall_class_2,recall_class_3,recall_class_4,recall_class_5,recall_class_6,recall_class_7,recall_class_8,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5,f1_class_6,f1_class_7,f1_class_8,support_class_0,support_class_1,support_class_2,support_class_3,support_class_4,support_class_5,support_class_6,support_class_7,support_class_8
2682.951507329941,512,1024,8,512,512,6,32,0.087090735,0.40067527903353467,0.926791277,0.7871685899937746,0.5959834695045596,0.668809327,0.9193911301154074,0.9194444993517543,0.926791277,0.9451661059245561,0.822742475,0.8350649350649351,0.8686473807662236,0.6861471861471862,0.8358531317494601,0.6100478468899522,0.7409638554216867,0.7398843930635838,0.9921182496433333,0.5503355704697986,0.6973969631236443,0.6031487513572205,0.48508033664881406,0.8426782798040283,0.3395472703062583,0.3554913294797688,0.4980544747081712,0.9680732102512609,0.6595174262734584,0.7600472813238771,0.7119512976610061,0.5683549977588526,0.8392518297641637,0.43627031650983744,0.48046875,0.5953488372093023,42757,1341,922,1842,1307,1837,751,346,257
3068.765352010727,512,1024,2,512,512,6,32,0.10857430636747008,0.3866629488583581,0.9247663551401869,0.779914653,0.5968581964375974,0.6656309337238573,0.9169774800163994,0.9169877995520621,0.9247663551401869,0.9431031797245277,0.8064853556485355,0.8207426376440461,0.7969401947148818,0.7194805194805195,0.8578886310904872,0.7159090909090909,0.7068965517241379,0.6517857142857143,0.9912762822461819,0.5749440715883669,0.6952277657266811,0.6221498371335505,0.42387146136189746,0.8051170386499727,0.3355525965379494,0.3554913294797688,0.5680933852140078,0.9665898880248124,0.6713104048759251,0.7527891955372872,0.698780488,0.5334617236398652,0.8306655433866892,0.45693563009972804,0.47307692307692306,0.6070686070686071,42757,1341,922,1842,1307,1837,751,346,257
3779.6374096870422,512,1024,4,512,512,6,32,0.094070425,0.33675751850173313,0.9164914330218068,0.7100427597608072,0.628927512,0.6623579734137518,0.914691474,0.9152357287101978,0.9164914330218068,0.9594772145771385,0.8032432432432433,0.8277703604806409,0.6054158607350096,0.5226811103588355,0.8543859649122807,0.5161290322580645,0.5833333333333334,0.717948718,0.9735248029562411,0.5540641312453393,0.6724511930585684,0.6796959826275787,0.5906656465187452,0.7953184540010887,0.4047936085219707,0.44508670520231214,0.5447470817120622,0.9664499651729742,0.6557811120917917,0.7420706163973668,0.6404092071611254,0.5545977011494253,0.8237947561319425,0.4537313432835821,0.5049180327868853,0.6194690265486725,42757,1341,922,1842,1307,1837,751,346,257
1176.556736946106,256,512,8,256,256,6,32,0.11276417501813865,0.33083243130742773,0.9230140186915888,0.7729911997060847,0.5975254122009631,0.6583766620586267,0.9163677122603608,0.9178014326362927,0.9230140186915888,0.9475844435473019,0.7859424920127795,0.8311170212765957,0.8469055374592834,0.5706174591909156,0.8304323413812464,0.7104377104377104,0.7733333333333333,0.6605504587155964,0.9881189045068643,0.5503355704697986,0.6778741865509761,0.5646036916395223,0.6151491966335119,0.8051170386499727,0.2809587217043941,0.3352601156069364,0.5603112840466926,0.9674272695007041,0.6473684210526316,0.7467144563918757,0.6775244299674267,0.5920471281296024,0.8175787728026535,0.4026717557251908,0.46774193548387094,0.6063157894736843,42757,1341,922,1842,1307,1837,751,346,257
1061.5688545703888,256,512,4,256,256,6,32,0.11338975191421824,0.3417791257265444,0.9229166666666667,0.7596860651926676,0.5876145811239838,0.6560414933132098,0.915501915,0.914144494,0.9229166666666667,0.9452433505005239,0.709009009,0.8561151079136691,0.7828725556304788,0.6557971014492754,0.8684538653366584,0.6478149100257069,0.685,0.6868686868686869,0.9915803260284866,0.586875466,0.6453362255965293,0.6302931596091205,0.41545524100994646,0.7583015786608601,0.3355525965379494,0.3959537572254335,0.5291828793774319,0.9678575505079329,0.6421868625050999,0.7359307359307359,0.6983458646616542,0.5086651053864168,0.8096483580354548,0.4421052631578947,0.5018315018315018,0.5978021978021978,42757,1341,922,1842,1307,1837,751,346,257
1271.3569719791412,256,512,1,256,256,6,32,0.11731043661645442,0.33327359501637666,0.9195677570093458,0.7545019971405905,0.5735205377534238,0.644381714,0.9124908840882815,0.9110491866853644,0.9195677570093458,0.9437861239427819,0.7182817182817183,0.8492753623188406,0.8007142857142857,0.6595289079229122,0.8379518072289157,0.48713235294117646,0.7391304347826086,0.7547169811320755,0.9891245877867951,0.5361670395227442,0.6355748373101953,0.6085776330076005,0.47130833970925784,0.7572128470332063,0.35286284953395475,0.3439306358381503,0.4669260700389105,0.9659236250685181,0.614005124,0.7270471464019851,0.6915484268969772,0.5497545738509594,0.7955390334572491,0.4092664092664093,0.46942800788954636,0.5769230769230769,42757,1341,922,1842,1307,1837,751,346,257
1465.201622247696,256,512,2,256,256,6,32,0.11552274300969272,0.3216380925447333,0.9187110591900312,0.7216172233418205,0.5945656242974796,0.6439435164870558,0.9131792488425279,0.9116204071160432,0.9187110591900312,0.9521684973389197,0.6414904330312186,0.8122503328894807,0.7219570405727923,0.5650793650793651,0.8336172629187961,0.685131195,0.6273584905660378,0.6555023923444976,0.9833009799564983,0.4750186428038777,0.6616052060737527,0.6568946796959826,0.5447589900535578,0.799129015,0.3129161118508655,0.38439306358381503,0.5330739299610895,0.9674843519882179,0.5458440445586975,0.7292289300657502,0.6878908470722002,0.5547331515387612,0.8160088938299055,0.4296160877513711,0.4767025089605735,0.5879828326180258,42757,1341,922,1842,1307,1837,751,346,257
808.5336356163025,128,256,2,128,128,6,32,0.1828297479056959,0.32818398347087935,0.9142718068535826,0.7270120201315905,0.5889276377652544,0.6413054014582688,0.9090957973775342,0.908394283,0.9142718068535826,0.949233066,0.704868154,0.8645066273932254,0.7554744525547445,0.4874551971326165,0.7953311617806732,0.5203883495145631,0.7777777777777778,0.6880733944954128,0.981313001,0.5182699478001491,0.6366594360086768,0.5618892508143323,0.5202754399387911,0.7974959172563963,0.35685752330226367,0.3439306358381503,0.5836575875486382,0.9650064973148266,0.5973356252685862,0.7332916926920675,0.6444582814445828,0.5033308660251665,0.7964120684968742,0.42338072669826227,0.47695390781563124,0.631578947,42757,1341,922,1842,1307,1837,751,346,257
767.9748494625092,128,256,1,128,128,6,32,0.1829699966759508,0.3795809951044765,0.9152647975077881,0.769606742,0.5427527600029234,0.6235681811784254,0.9043038997869391,0.9047507277403622,0.9152647975077881,0.9335867129487235,0.6724931,0.8716012084592145,0.7931609674728941,0.6586151368760065,0.8659534298300818,0.632183908,0.8163265306122449,0.6825396825396826,0.9938723483873986,0.5451155853840418,0.6258134490238612,0.5162866449511401,0.31293037490436115,0.74904736,0.2929427430093209,0.3468208092485549,0.5019455252918288,0.962786746,0.6021416803953872,0.7285353535353535,0.6254521538967445,0.4242738589211618,0.8032691185055458,0.40036396724294815,0.486815416,0.578475336,42757,1341,922,1842,1307,1837,751,346,257
866.1114120483398,128,256,4,128,128,6,32,0.1774856660150178,0.4090912635894675,0.8879283489096573,0.7107345260736615,0.5830038720030465,0.6142603840095205,0.8940380941757096,0.9119532454136025,0.8879283489096573,0.9658895471049112,0.7098039215686275,0.841248304,0.31901424372597786,0.5341488277268094,0.8427033492822966,0.7102803738317757,0.7413793103448276,0.7321428571428571,0.9457164908669925,0.5398956002982849,0.6724511930585684,0.7660152008686211,0.40091813312930374,0.7670114316820904,0.303595206,0.37283236994219654,0.4785992217898833,0.9556965764999232,0.6132994493858535,0.7474382157926461,0.450438947,0.458041958,0.8030777999430037,0.4253731343283582,0.49615384615384617,0.5788235294117647,42757,1341,922,1842,1307,1837,751,346,257
574.1926655769348,128,256,8,128,128,6,32,0.1846760777345008,0.35809421309215184,0.9117017133956387,0.72781025,0.5370705343809179,0.6042807728530244,0.9017382385628632,0.9008083528439516,0.9117017133956387,0.9395732751907803,0.7164339419978518,0.8309859154929577,0.6220772158781946,0.6363636363636364,0.8548876745598057,0.509594883,0.7232704402515723,0.7171052631578947,0.9876979208082887,0.49739000745712153,0.6399132321041214,0.6210640608034745,0.24636572302983933,0.7664670658682635,0.3182423435419441,0.33236994219653176,0.42412451361867703,0.9630347532609688,0.5871478873239436,0.7230392156862745,0.621570225,0.3552123552123552,0.8082663605051664,0.3918032786885246,0.45544554455445546,0.5330073349633252,42757,1341,922,1842,1307,1837,751,346,257
943.4451258182526,64,128,8,64,64,6,32,0.30059648989137594,0.3956253069142501,0.8942172897196262,0.676586835,0.4887712138829721,0.5512478954612311,0.8845201170626168,0.8823331577754383,0.8942172897196262,0.9343735351235518,0.6438679245283019,0.7380952380952381,0.49349240780911063,0.45794392523364486,0.7885326757090012,0.552901024,0.7863247863247863,0.69375,0.9789975910377248,0.407158837,0.571583514,0.49402823,0.33741392501912776,0.6962438758845945,0.21571238348868177,0.2658959537572254,0.43190661478599224,0.956165197,0.4988579259936044,0.6442542787286064,0.49376017362995117,0.38854625550660793,0.7395200925122868,0.3103448275862069,0.39740820734341253,0.5323741007194245,42757,1341,922,1842,1307,1837,751,346,257
622.6712951660156,64,128,4,64,64,6,32,0.2991227459731026,0.3992553527156512,0.8963590342679127,0.6703672506924293,0.4696230155198513,0.5365685928326128,0.8821313075755668,0.8781900715032428,0.8963590342679127,0.9275199929695053,0.5596933187294633,0.7551020408163265,0.5900747790618627,0.5393258426966292,0.7907557776389756,0.4080267558528428,0.8125,0.6503067484662577,0.9873704890427298,0.38105891126025354,0.6019522776572668,0.47122692725298587,0.22035195103289976,0.6891671203048448,0.16245006657789615,0.30057803468208094,0.41245136186770426,0.9565099180950007,0.453416149,0.6698853349426674,0.5239963779052218,0.3128734383487235,0.7364746945898778,0.23238095238095238,0.4388185654008439,0.5047619047619047,42757,1341,922,1842,1307,1837,751,346,257
487.6762852668762,64,128,2,64,64,6,32,0.30430916447302747,0.4268693921028399,0.8961448598130841,0.6947315260521609,0.4502578359402904,0.530902215,0.879627738,0.8777530414499249,0.8961448598130841,0.9196670496174105,0.6285714285714286,0.7965023847376789,0.5990639625585024,0.5589430894308943,0.8271777003484321,0.5399239543726235,0.7586206896551724,0.624113475,0.9922819655261127,0.39373601789709173,0.5433839479392625,0.4169381107491857,0.21040550879877581,0.6461622210125204,0.18908122503328895,0.3179190751445087,0.3424124513618677,0.9545955675554055,0.48418156808803303,0.6460348162475822,0.49167733674775926,0.3057254030016676,0.7255501222493888,0.28007889546351084,0.4480651731160896,0.44221105527638194,42757,1341,922,1842,1307,1837,751,346,257
408.87484645843506,64,128,1,64,64,6,32,0.2990260574296287,0.42168638351209026,0.8944704049844237,0.6810612736666255,0.45404445520753023,0.5297863871262597,0.8784224969220553,0.8755359379401783,0.8944704049844237,0.9203060803026021,0.6603174603174603,0.7784711388455539,0.5946969696969697,0.4891304347826087,0.8264627659574468,0.4276729559748428,0.8145161290322581,0.6179775280898876,0.9901302710667259,0.31021625652498136,0.5412147505422994,0.4261672095548317,0.2410099464422341,0.6766467065868264,0.1810918774966711,0.29190751445086704,0.4280155642023346,0.9539421798598436,0.42212075088787415,0.6385156749840051,0.4965211891208096,0.3229113275243465,0.7440885962286741,0.25444340505144997,0.4297872340425532,0.5057471264367817,42757,1341,922,1842,1307,1837,751,346,257
212.27802515029907,16,32,1,16,16,6,32,0.7205506486474518,0.8110001484553019,0.833781153,0.2705984355124256,0.11947026153141553,0.11728488105570774,0.7619873113822261,0.7463061872101519,0.833781153,0.835501986,0.676056338,0,0.6129032258064516,0,0.31092436974789917,0,0,0,0.9986668849545104,0.035794183445190156,0,0.02062975,0,0.020141535111594992,0,0,0,0.9098269837211285,0.067988669,0,0.039915966,0,0.037832311,0,0,0,42757,1341,922,1842,1307,1837,751,346,257
2407.861369371414,512,1024,1,512,512,6,32,0.7364070529546716,0.8390844438005897,0.8324961059190031,0.092499567,0.1111111111111111,0.10095472184149043,0.7563997152645923,0.6930497663703041,0.8324961059190031,0.8324961059190031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9085924965734139,0,0,0,0,0,0,0,0,42757,1341,922,1842,1307,1837,751,346,257
